gene_id,chromosome,gene_name,start,end,strand,n_transcripts,n_loci
LOC130455134,HiC_scaffold_5,LOC130455134,10751285,10751618,-,1,1
LOC130455135,HiC_scaffold_5,LOC130455135,10756754,10768676,-,1,1
MFHAS1,HiC_scaffold_5,MFHAS1,10796507,10840029,+,1,1
FRG1,HiC_scaffold_5,FRG1,10853373,10867997,+,1,1
ASAH1,HiC_scaffold_5,ASAH1,10882447,10914749,+,2,1
PCM1,HiC_scaffold_5,PCM1,10927655,10975616,-,50,1
LOC103100550,HiC_scaffold_5,LOC103100550,11009642,11017250,-,1,1
FGL1,HiC_scaffold_5,FGL1,11019811,11031749,+,4,1
MTUS1,HiC_scaffold_5,MTUS1,11073991,11177709,+,13,1
PDGFRL,HiC_scaffold_5,PDGFRL,11179007,11187455,-,1,1
SLC7A2,HiC_scaffold_5,SLC7A2,11224218,11287157,-,5,1
MTMR7,HiC_scaffold_5,MTMR7,11325674,11417918,+,1,1
LOC103103826,HiC_scaffold_5,LOC103103826,11407143,11414918,-,1,1
VPS37A,HiC_scaffold_5,VPS37A,11420396,11453101,-,2,1
ZDHHC2,HiC_scaffold_5,ZDHHC2,11485824,11518435,-,4,1
LOC130455129,HiC_scaffold_5,LOC130455129,11546286,11546393,+,1,1
FGF20,HiC_scaffold_5,FGF20,11570945,11581788,-,1,1
TRNAR-UCG_5,HiC_scaffold_5,TRNAR-UCG,11800429,11800501,-,1,1
TRNAM-CAU,HiC_scaffold_5,TRNAM-CAU,11800904,11800975,+,1,1
TRNAR-UCG_4,HiC_scaffold_5,TRNAR-UCG,11818198,11818270,+,1,1
LOC100024653,HiC_scaffold_5,LOC100024653,12033746,12036485,-,2,2
MSR1,HiC_scaffold_5,MSR1,12103314,12132029,+,1,1
TUSC3,HiC_scaffold_5,TUSC3,12273746,12323035,-,2,1
SGCZ,HiC_scaffold_5,SGCZ,12405274,12787776,+,1,1
MIR7316,HiC_scaffold_5,MIR7316,12439630,12439686,+,1,1
DLC1,HiC_scaffold_5,DLC1,12860624,13069394,+,4,1
LOC130455128,HiC_scaffold_5,LOC130455128,12875155,12876548,-,1,1
LOC103092862,HiC_scaffold_5,LOC103092862,13118055,13129324,+,5,1
TRMT9B,HiC_scaffold_5,TRMT9B,13142023,13165920,-,4,1
PRAG1,HiC_scaffold_5,PRAG1,13188086,13237170,-,3,1
ENAM,HiC_scaffold_5,ENAM,13385089,13392099,+,1,1
JCHAIN,HiC_scaffold_5,JCHAIN,13405259,13435056,-,5,1
UTP3,HiC_scaffold_5,UTP3,13435126,13436867,+,1,1
RUFY3,HiC_scaffold_5,RUFY3,13457620,13578642,+,28,1
MIR7318,HiC_scaffold_5,MIR7318,13484936,13484994,+,1,1
GRSF1,HiC_scaffold_5,GRSF1,13580964,13596449,-,1,1
MOB1B,HiC_scaffold_5,MOB1B,13620179,13659854,+,2,1
DCK,HiC_scaffold_5,DCK,13671360,13716548,+,1,1
SLC4A4,HiC_scaffold_5,SLC4A4,13755243,14293033,+,9,1
LOC103104358,HiC_scaffold_5,LOC103104358,14444152,14459063,-,2,1
LOC130455113,HiC_scaffold_5,LOC130455113,14637420,14637633,-,1,1
RASGEF1B,HiC_scaffold_5,RASGEF1B,14641025,14684141,+,2,1
LOC103104909,HiC_scaffold_5,LOC103104909,14767810,14804802,+,2,1
HNRNPD,HiC_scaffold_5,HNRNPD,14825162,14843227,-,5,1
HNRNPDL,HiC_scaffold_5,HNRNPDL,14869866,14875086,-,5,2
ENOPH1,HiC_scaffold_5,ENOPH1,14875810,14908953,+,3,1
TMEM150C,HiC_scaffold_5,TMEM150C,14917468,14962974,-,4,1
SCD5,HiC_scaffold_5,SCD5,15034644,15065745,-,1,1
CCDC158,HiC_scaffold_5,CCDC158,15071334,15112367,+,19,1
LOC103104696,HiC_scaffold_5,LOC103104696,15080120,15083155,-,1,1
SEC31A,HiC_scaffold_5,SEC31A,15146247,15178312,-,12,1
LOC130455115,HiC_scaffold_5,LOC130455115,15180689,15180816,-,1,1
LIN54,HiC_scaffold_5,LIN54,15189049,15262674,-,2,1
LOC130455315,HiC_scaffold_5,LOC130455315,15230091,15230186,+,1,1
COPS4,HiC_scaffold_5,COPS4,15288224,15318062,+,6,1
LOC130455117,HiC_scaffold_5,LOC130455117,15294270,15295445,-,1,1
PLAC8,HiC_scaffold_5,PLAC8,15318421,15346337,-,2,1
LOC100026238,HiC_scaffold_5,LOC100026238,15373230,15386185,-,1,1
COQ2,HiC_scaffold_5,COQ2,15423072,15470051,-,1,1
HPSE,HiC_scaffold_5,HPSE,15475465,15515516,-,1,1
LOC130455119,HiC_scaffold_5,LOC130455119,15525248,15527656,-,1,1
STBD1,HiC_scaffold_5,STBD1,15579978,15588197,-,2,1
FAM47E,HiC_scaffold_5,FAM47E,15605496,15672002,-,1,1
SCARB2,HiC_scaffold_5,SCARB2,15686986,15754906,+,1,1
LOC103104070,HiC_scaffold_5,LOC103104070,15750492,15767826,-,1,1
NUP54,HiC_scaffold_5,NUP54,15767837,15792274,+,1,1
ART3,HiC_scaffold_5,ART3,15795696,15925394,-,6,1
CXCL11,HiC_scaffold_5,CXCL11,15878563,15880191,+,1,1
LOC130455120,HiC_scaffold_5,LOC130455120,15890695,15893358,+,1,1
CXCL9,HiC_scaffold_5,CXCL9,15945647,15956300,-,1,1
LOC103103530,HiC_scaffold_5,LOC103103530,15964806,15968430,-,1,1
LOC130455442,HiC_scaffold_5,LOC130455442,16010978,16011437,+,1,1
GRID2,HiC_scaffold_5,GRID2,16158123,17744052,+,1,1
ATOH1,HiC_scaffold_5,ATOH1,17808593,17810699,+,1,1
LOC103101554,HiC_scaffold_5,LOC103101554,18020374,18020716,-,2,1
LOC103093299,HiC_scaffold_5,LOC103093299,18063051,18064155,-,1,1
SMARCAD1,HiC_scaffold_5,SMARCAD1,18161876,18267174,+,9,1
HPGDS,HiC_scaffold_5,HPGDS,18263208,18299090,-,2,1
PDLIM5,HiC_scaffold_5,PDLIM5,18431376,18652165,+,6,1
BMPR1B,HiC_scaffold_5,BMPR1B,18736611,19202256,+,12,1
UNC5C,HiC_scaffold_5,UNC5C,19228174,19638522,-,4,1
LOC103097147,HiC_scaffold_5,LOC103097147,21061185,21086314,+,1,1
LOC103096744,HiC_scaffold_5,LOC103096744,21073941,21088572,-,1,1
LOC100619142,HiC_scaffold_5,LOC100619142,21088669,21099742,+,2,1
STPG2,HiC_scaffold_5,STPG2,21673738,22214295,-,3,1
PPM1K,HiC_scaffold_5,PPM1K,22251225,22260179,-,4,1
LOC100024844,HiC_scaffold_5,LOC100024844,22287440,22355876,+,1,1
LOC130455123,HiC_scaffold_5,LOC130455123,22336634,22346875,-,1,1
LOC100619226,HiC_scaffold_5,LOC100619226,22356380,22356656,-,1,1
LOC100024823,HiC_scaffold_5,LOC100024823,22365185,119072437,-,7,1
HERC3,HiC_scaffold_5,HERC3,22365884,22512556,+,13,1
LOC130455122,HiC_scaffold_5,LOC130455122,22472384,22485848,-,1,1
FAM13A,HiC_scaffold_5,FAM13A,22525141,22638678,-,5,1
TIGD2,HiC_scaffold_5,TIGD2,22670824,22685259,+,3,1
GPRIN3,HiC_scaffold_5,GPRIN3,22715467,22760830,-,1,1
SDAD1,HiC_scaffold_5,SDAD1,22821284,22845157,+,1,1
NAAA,HiC_scaffold_5,NAAA,22859252,22887969,+,1,1
LOC100024418,HiC_scaffold_5,LOC100024418,22905630,22932779,+,1,1
PPEF2,HiC_scaffold_5,PPEF2,22970729,23003889,+,1,1
USO1,HiC_scaffold_5,USO1,23022614,23092769,-,3,1
LOC100028203,HiC_scaffold_5,LOC100028203,23109368,23109896,+,1,1
G3BP2,HiC_scaffold_5,G3BP2,23163664,23210674,+,9,1
CDKL2,HiC_scaffold_5,CDKL2,23255354,23285884,+,6,1
ODAPH,HiC_scaffold_5,ODAPH,23294991,23299243,-,1,1
LOC130455125,HiC_scaffold_5,LOC130455125,23324007,23324182,-,1,1
LOC103104299,HiC_scaffold_5,LOC103104299,23514489,23524266,+,1,1
LOC130458722,HiC_scaffold_5,LOC130458722,23538948,23540179,+,1,2
PARM1,HiC_scaffold_5,PARM1,23570701,23686151,-,1,1
LOC107649404,HiC_scaffold_5,LOC107649404,23802869,23831782,+,1,1
LOC130455126,HiC_scaffold_5,LOC130455126,23859438,23863710,-,1,1
AREG,HiC_scaffold_5,AREG,23946049,23954539,-,1,1
EREG,HiC_scaffold_5,EREG,24008769,24039196,-,2,1
EPGN,HiC_scaffold_5,EPGN,24122446,24136993,-,1,1
MTHFD2L,HiC_scaffold_5,MTHFD2L,24161079,24269048,-,2,1
LOC100023783,HiC_scaffold_5,LOC100023783,24333457,24335638,-,1,1
LOC103101721,HiC_scaffold_5,LOC103101721,24335694,24344073,+,2,1
LOC100023722,HiC_scaffold_5,LOC100023722,24437133,24442036,-,1,1
RASSF6,HiC_scaffold_5,RASSF6,24547171,24618421,+,2,1
AFM,HiC_scaffold_5,AFM,24607926,24655517,-,2,1
AFP,HiC_scaffold_5,AFP,24664257,24706024,-,1,1
ALB,HiC_scaffold_5,ALB,24709544,24730569,-,1,1
LOC107649543,HiC_scaffold_5,LOC107649543,24736406,24737452,-,1,1
ANKRD17,HiC_scaffold_5,ANKRD17,24838086,24994699,+,10,1
LOC100023565,HiC_scaffold_5,LOC100023565,24997990,25012160,+,1,1
LOC103099220,HiC_scaffold_5,LOC103099220,25033117,25058583,-,2,1
ADAMTS3,HiC_scaffold_5,ADAMTS3,25239601,25458113,+,1,1
NPFFR2,HiC_scaffold_5,NPFFR2,25476311,25488234,+,1,1
GC,HiC_scaffold_5,GC,25566313,25634350,+,1,1
LOC100023313,HiC_scaffold_5,LOC100023313,25726396,25762317,+,1,1
LOC100019849,HiC_scaffold_5,LOC100019849,25904099,25904956,-,1,1
JPT2,HiC_scaffold_5,JPT2,25905922,25908962,+,4,1
SHROOM3,HiC_scaffold_5,SHROOM3,26037085,26144195,+,6,1
SOWAHB,HiC_scaffold_5,SOWAHB,26197955,26202271,-,1,1
SEPTIN11,HiC_scaffold_5,SEPTIN11,26267000,26394118,+,2,1
CCNI,HiC_scaffold_5,CCNI,26399986,26410472,-,3,1
CCNG2,HiC_scaffold_5,CCNG2,26451769,26465976,-,1,1
CXCL13,HiC_scaffold_5,CXCL13,26613170,26617489,+,1,1
CNOT6L,HiC_scaffold_5,CNOT6L,26716778,26782810,-,2,1
LOC130458571,HiC_scaffold_5,LOC130458571,26835846,26835951,+,1,1
MRPL1,HiC_scaffold_5,MRPL1,26855875,26896517,+,1,1
FRAS1,HiC_scaffold_5,FRAS1,26995604,27476316,+,4,1
ANXA3,HiC_scaffold_5,ANXA3,27495012,27552448,+,3,1
BMP2K,HiC_scaffold_5,BMP2K,27710841,27826674,+,3,1
PAQR3,HiC_scaffold_5,PAQR3,27829058,27847872,-,10,1
PRDM8,HiC_scaffold_5,PRDM8,28902818,28910006,-,1,1
ANTXR2,HiC_scaffold_5,ANTXR2,29119638,29271834,+,5,1
FGF5,HiC_scaffold_5,FGF5,29450091,29485693,+,2,1
CFAP299,HiC_scaffold_5,CFAP299,29551200,30023280,+,2,1
BMP3,HiC_scaffold_5,BMP3,30063607,30104783,+,1,1
PRKG2,HiC_scaffold_5,PRKG2,30114484,30188955,-,3,1
LOC100619544,HiC_scaffold_5,LOC100619544,30258561,30259589,-,1,1
WDFY3,HiC_scaffold_5,WDFY3,30394939,30658762,+,19,1
LOC103099778,HiC_scaffold_5,LOC103099778,30432287,30437269,-,1,1
NKX6-1,HiC_scaffold_5,NKX6-1,30817400,30826256,-,1,1
LOC100014426,HiC_scaffold_5,LOC100014426,31097430,31099979,-,1,1
GPAT3,HiC_scaffold_5,GPAT3,31887382,31970282,-,4,1
ABRAXAS1,HiC_scaffold_5,ABRAXAS1,31968908,31986350,+,3,1
MRPS18C,HiC_scaffold_5,MRPS18C,31986782,31991589,-,1,1
HELQ,HiC_scaffold_5,HELQ,31991600,32144509,+,13,1
LOC130455110,HiC_scaffold_5,LOC130455110,32005854,32007551,-,1,1
ARHGAP24,HiC_scaffold_5,ARHGAP24,32144393,32175774,+,1,1
MAPK10,HiC_scaffold_5,MAPK10,32202255,32342655,-,12,1
PTPN13,HiC_scaffold_5,PTPN13,32451073,32691783,+,14,1
SLC10A6,HiC_scaffold_5,SLC10A6,32706619,32735025,-,1,1
LOC100017227,HiC_scaffold_5,LOC100017227,32745563,32760537,+,5,1
AFF1,HiC_scaffold_5,AFF1,32791354,33002268,+,9,1
KLHL8,HiC_scaffold_5,KLHL8,33024021,33071277,-,3,1
LOC100016979,HiC_scaffold_5,LOC100016979,33142491,33143571,-,1,1
LOC103092505,HiC_scaffold_5,LOC103092505,33192238,33238306,-,2,1
NUDT9,HiC_scaffold_5,NUDT9,33198408,33240629,+,5,1
IBSP,HiC_scaffold_5,IBSP,33208221,33413923,+,3,1
LOC103092144,HiC_scaffold_5,LOC103092144,33274672,33284305,+,1,1
DSPP,HiC_scaffold_5,DSPP,33285350,33290683,+,1,1
DMP1,HiC_scaffold_5,DMP1,33296520,33313764,+,1,1
MEPE,HiC_scaffold_5,MEPE,33423148,33442614,+,1,1
SPP1,HiC_scaffold_5,SPP1,33501246,33509244,+,1,1
PKD2,HiC_scaffold_5,PKD2,33537720,33601453,+,1,1
ABCG2,HiC_scaffold_5,ABCG2,33615973,33714515,-,5,1
RAP1GDS1,HiC_scaffold_5,RAP1GDS1,33963979,34070677,+,2,1
TSPAN5,HiC_scaffold_5,TSPAN5,34090087,34284989,-,1,1
LOC103103649,HiC_scaffold_5,LOC103103649,34215446,34259284,+,1,1
EIF4E,HiC_scaffold_5,EIF4E,34425494,34493462,-,8,1
LOC100013341,HiC_scaffold_5,LOC100013341,34501221,34502966,+,1,1
METAP1,HiC_scaffold_5,METAP1,34541799,34587292,+,1,1
LOC100618327,HiC_scaffold_5,LOC100618327,34602894,34620062,-,1,1
LOC100618293,HiC_scaffold_5,LOC100618293,34712846,34725651,-,2,1
LOC100015889,HiC_scaffold_5,LOC100015889,34788666,34814302,+,1,1
LOC100015820,HiC_scaffold_5,LOC100015820,34853981,34882030,-,1,1
LOC100015779,HiC_scaffold_5,LOC100015779,34884157,34900017,-,1,1
TRMT10A,HiC_scaffold_5,TRMT10A,34965331,34996523,-,1,1
MTTP,HiC_scaffold_5,MTTP,34995941,35071496,+,1,1
C6H4orf54,HiC_scaffold_5,C6H4orf54,35089501,35108296,-,2,1
LOC130455106,HiC_scaffold_5,LOC130455106,35105014,35110037,+,1,1
DAPP1,HiC_scaffold_5,DAPP1,35218562,35306046,+,4,1
LAMTOR3,HiC_scaffold_5,LAMTOR3,35306489,35322452,-,2,1
DNAJB14,HiC_scaffold_5,DNAJB14,35332823,35393672,-,3,1
LOC100012785,HiC_scaffold_5,LOC100012785,35395485,35398662,-,2,1
DDIT4L,HiC_scaffold_5,DDIT4L,35632921,35639133,-,1,1
LOC103095800,HiC_scaffold_5,LOC103095800,35703281,35733238,+,1,1
LOC130455104,HiC_scaffold_5,LOC130455104,35846845,35887968,-,1,1
EMCN,HiC_scaffold_5,EMCN,36054095,36054315,+,3,1
PPP3CA,HiC_scaffold_5,PPP3CA,36474904,36685750,-,6,1
LOC103095161,HiC_scaffold_5,LOC103095161,36871720,36871885,+,1,1
LOC130455102,HiC_scaffold_5,LOC130455102,37475799,37538583,+,1,1
LOC130455238,HiC_scaffold_5,LOC130455238,37547811,37610946,+,1,1
LOC103106134,HiC_scaffold_5,LOC103106134,37753122,37825734,+,1,1
LOC130458014,HiC_scaffold_5,LOC130458014,37915617,37916723,+,1,1
SLC39A8,HiC_scaffold_5,SLC39A8,38025045,38105216,-,1,1
LOC100020900,HiC_scaffold_5,LOC100020900,38071969,38072711,+,1,1
LOC103094899,HiC_scaffold_5,LOC103094899,38105341,38120518,+,2,1
NFKB1,HiC_scaffold_5,NFKB1,38302198,38466463,+,9,1
MANBA,HiC_scaffold_5,MANBA,38482198,38570853,-,2,1
UBE2D3,HiC_scaffold_5,UBE2D3,38597292,38648349,-,8,1
CISD2,HiC_scaffold_5,CISD2,38732512,38735991,+,1,1
SLC9B1,HiC_scaffold_5,SLC9B1,38784546,38886781,-,15,1
CENPE,HiC_scaffold_5,CENPE,38969707,39046915,-,1,1
TACR3,HiC_scaffold_5,TACR3,39353485,39431560,-,1,1
LOC130456864,HiC_scaffold_5,LOC130456864,39736065,39737258,+,1,1
LOC103106196,HiC_scaffold_5,LOC103106196,40068977,40161845,-,4,1
LOC130455254,HiC_scaffold_5,LOC130455254,40424877,40426790,-,1,1
CXXC4,HiC_scaffold_5,CXXC4,40441451,40469482,-,1,1
LOC107650083,HiC_scaffold_5,LOC107650083,40708128,40708880,+,1,1
LOC103103531,HiC_scaffold_5,LOC103103531,41150077,41176197,-,9,1
TET2,HiC_scaffold_5,TET2,41293076,41454001,+,2,1
PPA2,HiC_scaffold_5,PPA2,41536640,41650148,-,1,1
ARHGEF38,HiC_scaffold_5,ARHGEF38,41720638,41836629,+,1,1
INTS12,HiC_scaffold_5,INTS12,41846037,41876351,-,2,1
GSTCD,HiC_scaffold_5,GSTCD,41876294,42064826,+,1,1
LOC130455184,HiC_scaffold_5,LOC130455184,42195683,42196817,-,1,1
NPNT,HiC_scaffold_5,NPNT,42233226,42239219,-,4,1
TBCK,HiC_scaffold_5,TBCK,42318193,42502448,-,2,1
AIMP1,HiC_scaffold_5,AIMP1,42555052,42588428,+,2,1
GIMD1,HiC_scaffold_5,GIMD1,42595706,42609985,-,1,1
LOC103099526,HiC_scaffold_5,LOC103099526,42779638,42825272,+,1,1
DKK2,HiC_scaffold_5,DKK2,43101737,43235452,-,2,1
PAPSS1,HiC_scaffold_5,PAPSS1,43787815,43995886,-,3,1
SGMS2,HiC_scaffold_5,SGMS2,43995387,44108997,+,10,1
LOC107649284,HiC_scaffold_5,LOC107649284,44108721,44131171,-,2,1
HADH,HiC_scaffold_5,HADH,44156981,44179394,+,1,1
LEF1,HiC_scaffold_5,LEF1,44199157,44368200,-,12,1
OSTC,HiC_scaffold_5,OSTC,44849846,44866202,+,1,1
LOC103095272,HiC_scaffold_5,LOC103095272,44870761,44886505,+,1,1
ETNPPL,HiC_scaffold_5,ETNPPL,44934146,44965184,-,2,1
COL25A1,HiC_scaffold_5,COL25A1,45004946,45589410,-,1,1
CFI,HiC_scaffold_5,CFI,45675615,45705363,+,4,1
PLA2G12A,HiC_scaffold_5,PLA2G12A,45729685,45739918,-,1,1
CASP6,HiC_scaffold_5,CASP6,45741340,45752808,+,5,1
MCUB,HiC_scaffold_5,MCUB,45759171,45770828,-,2,1
SEC24B,HiC_scaffold_5,SEC24B,45828948,45915795,-,6,1
GAR1,HiC_scaffold_5,GAR1,45929915,45934434,+,2,1
RRH,HiC_scaffold_5,RRH,45934556,45958228,+,1,1
LRIT3,HiC_scaffold_5,LRIT3,45973146,45978359,+,1,1
EGF,HiC_scaffold_5,EGF,46039601,46157519,+,7,1
LOC100011569,HiC_scaffold_5,LOC100011569,46210714,46211608,+,1,1
LOC100013418,HiC_scaffold_5,LOC100013418,46340348,46341545,-,1,1
LOC107649297,HiC_scaffold_5,LOC107649297,46459715,46470096,+,1,1
ENPEP,HiC_scaffold_5,ENPEP,46489763,46551060,+,1,1
LOC103098633,HiC_scaffold_5,LOC103098633,46575323,46614852,-,1,1
LOC103098348,HiC_scaffold_5,LOC103098348,46609978,46616456,+,3,1
PITX2,HiC_scaffold_5,PITX2,46616474,46633916,-,2,1
LOC103098737,HiC_scaffold_5,LOC103098737,46641069,46725895,+,2,1
LOC100026043,HiC_scaffold_5,LOC100026043,47186846,47187246,-,1,1
LOC103099946,HiC_scaffold_5,LOC103099946,47626252,47703229,+,1,1
LOC130455099,HiC_scaffold_5,LOC130455099,47764722,47774110,+,2,1
LOC103100115,HiC_scaffold_5,LOC103100115,47784100,47788908,-,1,1
FAM241A,HiC_scaffold_5,FAM241A,48218486,48293494,-,1,1
AP1AR,HiC_scaffold_5,AP1AR,48375857,48417129,+,2,1
TIFA,HiC_scaffold_5,TIFA,48425529,48437120,-,2,1
ALPK1,HiC_scaffold_5,ALPK1,48456699,48595572,+,6,1
ZGRF1,HiC_scaffold_5,ZGRF1,48641029,48709754,-,5,1
LARP7,HiC_scaffold_5,LARP7,48714086,48746082,+,3,1
MIR367,HiC_scaffold_5,MIR367,48733606,48733668,-,1,1
MIR302D,HiC_scaffold_5,MIR302D,48733753,48733823,-,1,1
MIR302A,HiC_scaffold_5,MIR302A,48733930,48734000,-,1,1
MIR302C,HiC_scaffold_5,MIR302C,48734148,48734207,-,1,1
MIR302B,HiC_scaffold_5,MIR302B,48734298,48734368,-,1,1
ANK2,HiC_scaffold_5,ANK2,48775677,49486780,+,50,1
LOC130455280,HiC_scaffold_5,LOC130455280,48875735,48875863,+,1,1
CAMK2D,HiC_scaffold_5,CAMK2D,49589576,49926617,-,9,1
LOC103103533,HiC_scaffold_5,LOC103103533,49615013,49625503,+,1,1
LOC130455097,HiC_scaffold_5,LOC130455097,49634078,49640033,+,1,1
LOC130455098,HiC_scaffold_5,LOC130455098,49843127,49869881,+,1,1
LOC103103650,HiC_scaffold_5,LOC103103650,50005809,50013730,-,1,1
LOC100012261,HiC_scaffold_5,LOC100012261,50947025,50947625,-,1,1
NDST4,HiC_scaffold_5,NDST4,51142395,51516543,-,1,1
LOC130454089,HiC_scaffold_5,LOC130454089,51854449,51854555,+,1,1
LOC100011206,HiC_scaffold_5,LOC100011206,53933591,53934463,-,1,1
LOC100011021,HiC_scaffold_5,LOC100011021,54480104,54702239,+,1,1
LOC103105612,HiC_scaffold_5,LOC103105612,54529135,54539624,-,2,1
LOC103106076,HiC_scaffold_5,LOC103106076,54709442,54715807,+,1,1
LOC130455095,HiC_scaffold_5,LOC130455095,55464244,55465383,-,1,1
LOC103106426,HiC_scaffold_5,LOC103106426,55627400,55650023,+,1,1
LOC130455785,HiC_scaffold_5,LOC130455785,55721078,55721663,+,1,2
LOC103106885,HiC_scaffold_5,LOC103106885,55963295,55983082,-,1,1
LOC130455094,HiC_scaffold_5,LOC130455094,57134186,57140502,+,1,1
LOC100013654,HiC_scaffold_5,LOC100013654,57152250,57154059,+,1,1
FAT1,HiC_scaffold_5,FAT1,58028123,58192195,+,5,1
MTNR1A,HiC_scaffold_5,MTNR1A,58232482,58268877,+,1,1
LOC100011307,HiC_scaffold_5,LOC100011307,58249845,58256217,+,1,1
LOC130455093,HiC_scaffold_5,LOC130455093,58436481,58467409,+,1,1
LOC100013939,HiC_scaffold_5,LOC100013939,58460671,58486109,-,2,1
LOC100013981,HiC_scaffold_5,LOC100013981,58491145,58524876,-,2,1
LOC100014017,HiC_scaffold_5,LOC100014017,58530280,58562355,-,1,1
FAM149A,HiC_scaffold_5,FAM149A,58572566,58608532,-,2,1
LOC130455709,HiC_scaffold_5,LOC130455709,58627141,58627247,+,1,1
TLR3,HiC_scaffold_5,TLR3,58646506,58665680,+,1,1
SORBS2,HiC_scaffold_5,SORBS2,58742505,59218573,+,10,1
LOC107649301,HiC_scaffold_5,LOC107649301,59129561,59275788,-,1,1
PDLIM3,HiC_scaffold_5,PDLIM3,59275040,59326501,+,3,1
CCDC110,HiC_scaffold_5,CCDC110,59351628,59370558,+,1,1
CFAP96,HiC_scaffold_5,CFAP96,59381176,59419278,-,3,1
UFSP2,HiC_scaffold_5,UFSP2,59419323,59447101,+,3,1
ANKRD37,HiC_scaffold_5,ANKRD37,59445473,59449592,-,2,1
LRP2BP,HiC_scaffold_5,LRP2BP,59449140,59490759,+,2,1
LOC103099662,HiC_scaffold_5,LOC103099662,59471844,59473317,-,1,1
SNX25,HiC_scaffold_5,SNX25,59492475,59724278,-,2,1
CFAP97,HiC_scaffold_5,CFAP97,59727268,59778015,+,3,2
SLC25A4,HiC_scaffold_5,SLC25A4,59782358,59786552,-,1,1
HELT,HiC_scaffold_5,HELT,59901176,59904127,-,1,1
ACSL1,HiC_scaffold_5,ACSL1,60074227,60169422,+,4,1
LOC130455092,HiC_scaffold_5,LOC130455092,60146010,60148546,-,1,1
CENPU,HiC_scaffold_5,CENPU,60181773,60237041,+,1,1
LOC100012112,HiC_scaffold_5,LOC100012112,60215956,60218322,+,1,1
PRIMPOL,HiC_scaffold_5,PRIMPOL,60240679,60260820,-,3,1
IRF2,HiC_scaffold_5,IRF2,60505797,60646592,+,6,1
ENPP6,HiC_scaffold_5,ENPP6,60757232,60852354,+,1,1
STOX2,HiC_scaffold_5,STOX2,60920774,61223350,-,17,1
TRAPPC11,HiC_scaffold_5,TRAPPC11,61272654,61335035,-,3,1
LOC100012448,HiC_scaffold_5,LOC100012448,61279570,61280766,+,1,1
RWDD4,HiC_scaffold_5,RWDD4,61335199,61346323,+,1,1
LOC130455089,HiC_scaffold_5,LOC130455089,61346400,61349964,+,1,1
LOC130455090,HiC_scaffold_5,LOC130455090,61373976,61380982,-,1,1
LOC103095162,HiC_scaffold_5,LOC103095162,61380980,61389559,+,1,1
ING2,HiC_scaffold_5,ING2,61506199,61518037,-,1,1
LOC107649303,HiC_scaffold_5,LOC107649303,61522081,61530912,+,1,1
CDKN2AIP,HiC_scaffold_5,CDKN2AIP,61573685,61580465,-,2,1
LOC100016236,HiC_scaffold_5,LOC100016236,61758063,61758766,+,1,1
LOC100016275,HiC_scaffold_5,LOC100016275,61760323,61761397,+,1,1
WWC2,HiC_scaffold_5,WWC2,61762202,61976350,-,3,1
DCTD,HiC_scaffold_5,DCTD,62063178,62071674,-,1,1
TENM3,HiC_scaffold_5,TENM3,62167904,65218890,-,6,1
LOC103099096,HiC_scaffold_5,LOC103099096,64026024,64074117,+,2,2
LOC130455253,HiC_scaffold_5,LOC130455253,67062195,67062407,+,1,1
LOC103099887,HiC_scaffold_5,LOC103099887,67598592,67611109,-,1,1
AGA,HiC_scaffold_5,AGA,68187028,68206905,+,1,1
NEIL3,HiC_scaffold_5,NEIL3,68280636,68324703,-,2,1
VEGFC,HiC_scaffold_5,VEGFC,68927958,68929325,+,1,1
LOC103094270,HiC_scaffold_5,LOC103094270,69025238,69027182,-,6,1
LOC107649308,HiC_scaffold_5,LOC107649308,69150062,69154989,+,1,1
WDR17,HiC_scaffold_5,WDR17,69355944,69430790,-,2,1
SPCS3,HiC_scaffold_5,SPCS3,69513078,69526885,-,1,1
ASB5,HiC_scaffold_5,ASB5,69549724,69630966,+,5,1
SPATA4,HiC_scaffold_5,SPATA4,69652499,69661012,+,2,1
LOC103103041,HiC_scaffold_5,LOC103103041,69682164,69719039,+,1,1
LOC103104134,HiC_scaffold_5,LOC103104134,69846365,69848849,-,1,1
LOC103103949,HiC_scaffold_5,LOC103103949,69877986,69881902,+,1,1
GPM6A,HiC_scaffold_5,GPM6A,69925156,70032735,+,3,1
GLRA3,HiC_scaffold_5,GLRA3,71042014,71287249,+,2,1
HPGD,HiC_scaffold_5,HPGD,71454475,71493876,+,1,1
CEP44,HiC_scaffold_5,CEP44,71743733,71790014,-,15,1
FBXO8,HiC_scaffold_5,FBXO8,71800862,71857975,+,5,1
HAND2,HiC_scaffold_5,HAND2,72595976,72599976,+,1,1
LOC107649310,HiC_scaffold_5,LOC107649310,72608556,72637019,+,2,1
LOC130455088,HiC_scaffold_5,LOC130455088,72624741,72699073,-,1,1
SCRG1,HiC_scaffold_5,SCRG1,72712440,72827255,-,4,1
GALNT7,HiC_scaffold_5,GALNT7,72725283,72740754,+,3,1
HMGB2,HiC_scaffold_5,HMGB2,72745068,72746572,-,4,1
SAP30,HiC_scaffold_5,SAP30,72784716,72790139,+,1,1
LOC130458441,HiC_scaffold_5,LOC130458441,72912000,72912540,-,1,1
GALNTL6,HiC_scaffold_5,GALNTL6,73108155,74381535,-,2,1
